date_id,store_id,product_id,stock_on_hand_kg,stock_in_transit_kg,stock_wasted_kg,lead_time_days,sku,product_name,category,subcategory,shelf_life_days,supplier_id,cost_price,list_price,base_waste_rate
20251230,10,69,15.77,1.99,0.0,4,PAN0069,Nước mắm Nam Ngư,Pantry,Sauce,365,15,58366.0,57447.0,0.0
20251230,10,70,24.28,3.44,0.0,5,PAN0070,Đường trắng,Pantry,Sugar,365,16,68640.0,86920.0,0.0
20251230,10,71,52.16,5.8,0.0,5,PAN0071,Muối iốt,Pantry,Salt,365,15,17943.0,112319.0,0.0
20251230,10,72,33.44,3.81,0.33,3,BEV0072,Coca Cola 1.5L,Beverage,Soft Drink,180,18,26786.0,20685.0,0.01
20251230,10,73,18.18,1.43,0.18,3,BEV0073,Pepsi 1.5L,Beverage,Soft Drink,180,18,30065.0,33098.0,0.01
20251230,10,74,4.88,0.25,0.05,3,BEV0074,Number 1 Energy,Beverage,Energy Drink,365,18,15042.0,49858.0,0.01
20251230,10,75,19.18,1.85,0.19,3,BEV0075,Trà xanh 0 độ,Beverage,Tea,180,18,32225.0,46216.0,0.01
20251230,10,76,24.55,2.93,0.0,4,BEV0076,Nước suối Lavie,Beverage,Water,365,17,13095.0,22597.0,0.0
20251230,10,77,20.18,2.18,0.2,3,BEV0077,Bia Heineken,Beverage,Beer,180,17,27601.0,46090.0,0.01
20251230,10,78,21.06,2.27,0.21,3,BEV0078,Bia Tiger,Beverage,Beer,180,18,18922.0,45735.0,0.01
20251230,11,1,25.89,3.84,7.77,2,VEG0001,Rau cải ngọt,Vegetable,Leafy Greens,3,8,30931.0,29586.0,0.2
20251230,11,2,0.0,0.0,0.0,1,VEG0002,Rau muống,Vegetable,Leafy Greens,3,6,26937.0,36146.0,0.21
20251230,11,3,18.65,1.12,3.36,1,VEG0003,Xà lách,Vegetable,Leafy Greens,4,8,16162.0,46654.0,0.18
20251230,11,4,4.16,0.48,0.79,1,VEG0004,Rau thơm mix,Vegetable,Herbs,3,8,15412.0,49248.0,0.19
20251230,11,5,25.88,2.21,7.77,1,VEG0005,Cải thảo,Vegetable,Cabbage,5,7,19247.0,29546.0,0.12
20251230,11,6,16.25,2.24,1.63,1,VEG0006,Bắp cải,Vegetable,Cabbage,6,6,27350.0,40291.0,0.1
20251230,11,7,14.07,2.1,4.22,1,VEG0007,Cà chua,Vegetable,Tomatoes,5,6,23639.0,32281.0,0.15
20251230,11,8,0.0,0.0,0.0,1,VEG0008,Dưa chuột,Vegetable,Cucumber,4,8,22997.0,26167.0,0.16
20251230,11,9,2.22,0.27,0.31,2,VEG0009,Ớt,Vegetable,Peppers,4,8,24121.0,44629.0,0.14
20251230,11,10,18.62,1.15,3.17,2,VEG0010,Hành lá,Vegetable,Onions,4,8,22649.0,49581.0,0.17
20251230,11,11,11.05,1.31,1.66,1,VEG0011,Cà rót,Vegetable,Eggplant,4,6,15929.0,40189.0,0.15
20251230,11,12,24.53,3.59,4.42,1,VEG0012,Đậu đũa,Vegetable,Beans,3,6,24010.0,25332.0,0.18
20251230,11,13,0.0,0.0,0.0,1,VEG0013,Bí đao,Vegetable,Squash,7,6,34313.0,45210.0,0.08
20251230,11,14,11.3,1.58,3.39,1,VEG0014,Su hào,Vegetable,Kohlrabi,5,6,15319.0,30772.0,0.13
20251230,11,15,27.65,3.78,8.29,2,VEG0015,Rau dền,Vegetable,Amaranth,3,8,28665.0,40250.0,0.2
20251230,11,16,19.13,1.17,5.74,2,MEAT0016,Thịt bò Úc,Meat,Beef,5,3,97336.0,170838.0,0.12
20251230,11,17,2.63,0.32,0.79,2,MEAT0017,Thịt bò nội địa,Meat,Beef,4,2,146252.0,160522.0,0.14
20251230,11,18,23.22,2.41,6.97,2,MEAT0018,Thịt bò xay,Meat,Beef,3,2,100794.0,193801.0,0.15
20251230,11,19,18.11,1.52,1.99,3,MEAT0019,Sườn bò Mỹ,Meat,Beef,5,1,176958.0,220767.0,0.11
20251230,11,20,35.21,4.79,10.56,3,MEAT0020,Thịt heo ba chỉ,Meat,Pork,4,2,119515.0,240466.0,0.13
20251230,11,21,27.94,4.03,3.63,2,MEAT0021,Thịt heo nạc,Meat,Pork,4,3,172187.0,131504.0,0.13
20251230,11,22,12.13,1.06,3.64,2,MEAT0022,Sườn heo,Meat,Pork,4,3,132083.0,244952.0,0.12
20251230,11,23,29.63,4.29,4.15,2,MEAT0023,Gà ta nguyên con,Meat,Chicken,4,1,118868.0,155275.0,0.14
20251230,11,24,0.0,0.0,0.0,2,MEAT0024,Gà công nghiệp,Meat,Chicken,5,2,138675.0,245483.0,0.11
20251230,11,25,0.0,0.0,0.0,2,MEAT0025,Đùi gà,Meat,Chicken,4,3,134270.0,138320.0,0.13
20251230,11,26,31.33,3.48,9.4,2,MEAT0026,Ức gà,Meat,Chicken,4,2,96527.0,122033.0,0.13
20251230,11,27,21.32,2.56,6.4,2,MEAT0027,Thịt cừu,Meat,Lamb,5,2,157224.0,145833.0,0.1
20251230,11,28,0.0,0.0,0.0,1,FISH0028,Cá hồi Na Uy,Seafood,Salmon,3,5,61267.0,123861.0,0.16
20251230,11,29,10.41,0.7,1.56,2,FISH0029,Cá hồi Phi lê,Seafood,Salmon,3,5,125611.0,192552.0,0.15
20251230,11,30,26.63,2.34,3.73,2,FISH0030,Cá diêu hồng,Seafood,Tilapia,4,4,143367.0,178129.0,0.14
20251230,11,31,2.28,0.19,0.68,1,FISH0031,Cá thu,Seafood,Mackerel,3,5,137679.0,174796.0,0.17
20251230,11,32,0.0,0.0,0.0,1,FISH0032,Tôm sú,Seafood,Shrimp,3,5,68587.0,144498.0,0.15
20251230,11,33,0.0,0.0,0.0,2,FISH0033,Tôm thẻ,Seafood,Shrimp,3,5,89266.0,187553.0,0.16
20251230,11,34,0.0,0.0,0.0,2,FISH0034,Mực ống,Seafood,Squid,3,5,84725.0,167349.0,0.16
20251230,11,35,7.59,0.48,2.28,1,FISH0035,Cua biển,Seafood,Crab,2,4,70763.0,185589.0,0.18
20251230,11,36,25.55,3.68,4.85,1,FISH0036,Nghêu,Seafood,Clam,2,4,124956.0,128318.0,0.19
20251230,11,37,33.17,4.18,9.95,1,FISH0037,Cá basa,Seafood,Catfish,4,5,104442.0,162728.0,0.13
20251230,11,38,30.78,2.02,7.39,2,DAIRY0038,Sữa tươi Vinamilk 1L,Dairy,Milk,7,9,19990.0,53557.0,0.08
20251230,11,39,27.83,2.38,6.68,2,DAIRY0039,Sữa tươi TH True 1L,Dairy,Milk,7,9,16414.0,66367.0,0.08
20251230,11,40,22.02,2.28,1.32,1,DAIRY0040,Sữa chua uống,Dairy,Yogurt,10,10,40347.0,70209.0,0.06
20251230,11,41,17.25,2.36,0.86,2,DAIRY0041,Sữa chua Vinamilk,Dairy,Yogurt,14,9,26218.0,51675.0,0.05
20251230,11,42,39.84,3.78,1.2,1,DAIRY0042,Phô mai lát,Dairy,Cheese,30,9,24138.0,86285.0,0.03
20251230,11,43,29.01,3.28,0.58,2,DAIRY0043,Bơ lạt,Dairy,Butter,45,9,28039.0,35479.0,0.02
20251230,11,44,28.27,3.03,1.98,2,DAIRY0044,Trứng gà,Dairy,Eggs,21,10,43096.0,44216.0,0.07
20251230,11,45,9.62,1.01,0.19,3,ICE0045,Kem Merino que,Ice Cream,Popsicle,180,13,35887.0,51165.0,0.02
20251230,11,46,4.76,0.7,0.1,4,ICE0046,Kem Wall's Cornetto,Ice Cream,Cone,180,14,21328.0,54748.0,0.02
20251230,11,47,36.11,2.2,0.72,3,ICE0047,Kem Celano hộp,Ice Cream,Tub,180,14,33838.0,55324.0,0.02
20251230,11,48,0.0,0.0,0.0,2,ICE0048,Kem sữa chua Vinamilk,Ice Cream,Cup,90,13,37019.0,27246.0,0.03
20251230,11,49,23.09,1.44,0.46,3,ICE0049,Kem Dairy Queen hộp,Ice Cream,Tub,180,13,21667.0,51811.0,0.02
20251230,11,50,17.69,1.14,0.18,7,FRZ0050,Cá viên đông lạnh,Frozen Food,Fish Balls,365,11,45239.0,61526.0,0.01
20251230,11,51,47.53,4.61,0.48,7,FRZ0051,Há cảo đông lạnh,Frozen Food,Dumplings,365,11,50871.0,65548.0,0.01
20251230,11,52,28.65,3.26,0.29,6,FRZ0052,Bánh bao đông lạnh,Frozen Food,Buns,365,11,43471.0,67089.0,0.01
20251230,11,53,29.19,4.04,0.29,6,FRZ0053,Pizza đông lạnh,Frozen Food,Pizza,365,11,46160.0,86315.0,0.01
20251230,11,54,32.49,2.01,0.32,6,FRZ0054,Khoai tây chiên,Frozen Food,Fries,365,11,50192.0,54542.0,0.01
20251230,11,55,22.09,1.12,0.22,5,FRZ0055,Rau củ đông lạnh,Frozen Food,Vegetables,365,12,78122.0,67625.0,0.01
20251230,11,56,14.99,1.96,0.15,8,FRZ0056,Gà chiên giòn,Frozen Food,Chicken,365,12,65614.0,60366.0,0.01
20251230,11,57,31.86,3.48,0.32,8,FRZ0057,Xúc xích đông lạnh,Frozen Food,Sausage,365,12,31844.0,92670.0,0.01
20251230,11,58,10.16,0.53,3.05,2,BBQ0058,Ba chỉ bò Mỹ,Meat,BBQ Beef,5,2,135214.0,144627.0,0.12
20251230,11,59,31.68,4.14,3.48,6,BBQ0059,Sườn bò nướng,Meat,BBQ Beef,5,1,159779.0,235299.0,0.11
20251230,11,60,15.96,1.68,4.79,1,BBQ0060,Sườn heo nướng,Meat,BBQ Pork,4,1,143840.0,277991.0,0.13
20251230,11,61,26.76,1.87,3.21,2,BBQ0061,Chân giò nướng,Meat,BBQ Pork,4,3,163935.0,246627.0,0.12
20251230,11,62,1.77,0.14,0.23,2,BBQ0062,Cánh gà nướng,Meat,BBQ Chicken,4,3,116638.0,252440.0,0.13
20251230,11,63,12.96,0.79,1.04,3,BBQ0063,Thịt xông khói,Meat,Bacon,14,1,159554.0,228694.0,0.08
20251230,11,64,40.81,2.18,0.0,5,PAN0064,Gạo ST25 5kg,Pantry,Rice,365,15,67150.0,99431.0,0.0
20251230,11,65,38.06,1.93,0.0,5,PAN0065,Gạo Jasmine 5kg,Pantry,Rice,365,15,32455.0,37025.0,0.0
20251230,11,66,29.79,2.63,0.3,6,PAN0066,Mì gói Hảo Hảo,Pantry,Noodles,180,15,70085.0,51248.0,0.01
20251230,11,67,35.43,4.99,0.35,7,PAN0067,Mì gói Omachi,Pantry,Noodles,180,16,11161.0,70233.0,0.01
20251230,11,68,14.64,1.86,0.0,5,PAN0068,Dầu ăn Neptune 1L,Pantry,Oil,365,15,34407.0,27810.0,0.0
20251230,11,69,12.04,1.34,0.0,5,PAN0069,Nước mắm Nam Ngư,Pantry,Sauce,365,15,58366.0,57447.0,0.0
20251230,11,70,18.95,2.56,0.0,5,PAN0070,Đường trắng,Pantry,Sugar,365,16,68640.0,86920.0,0.0
20251230,11,71,32.53,3.31,0.0,6,PAN0071,Muối iốt,Pantry,Salt,365,15,17943.0,112319.0,0.0
20251230,11,72,52.41,4.04,0.52,3,BEV0072,Coca Cola 1.5L,Beverage,Soft Drink,180,18,26786.0,20685.0,0.01
20251230,11,73,21.13,1.28,0.21,3,BEV0073,Pepsi 1.5L,Beverage,Soft Drink,180,18,30065.0,33098.0,0.01
20251230,11,74,10.96,1.21,0.11,3,BEV0074,Number 1 Energy,Beverage,Energy Drink,365,18,15042.0,49858.0,0.01
20251230,11,75,34.31,2.96,0.34,3,BEV0075,Trà xanh 0 độ,Beverage,Tea,180,18,32225.0,46216.0,0.01
20251230,11,76,54.46,6.94,0.0,2,BEV0076,Nước suối Lavie,Beverage,Water,365,17,13095.0,22597.0,0.0
20251230,11,77,41.24,6.02,0.41,3,BEV0077,Bia Heineken,Beverage,Beer,180,17,27601.0,46090.0,0.01
20251230,11,78,34.77,5.03,0.35,3,BEV0078,Bia Tiger,Beverage,Beer,180,18,18922.0,45735.0,0.01
20251230,12,1,3.51,0.51,1.05,1,VEG0001,Rau cải ngọt,Vegetable,Leafy Greens,3,8,30931.0,29586.0,0.2
20251230,12,2,13.04,1.65,2.74,1,VEG0002,Rau muống,Vegetable,Leafy Greens,3,6,26937.0,36146.0,0.21
20251230,12,3,0.0,0.0,0.0,2,VEG0003,Xà lách,Vegetable,Leafy Greens,4,8,16162.0,46654.0,0.18
20251230,12,4,13.07,0.8,3.92,2,VEG0004,Rau thơm mix,Vegetable,Herbs,3,8,15412.0,49248.0,0.19
20251230,12,5,0.0,0.0,0.0,1,VEG0005,Cải thảo,Vegetable,Cabbage,5,7,19247.0,29546.0,0.12
20251230,12,6,10.43,1.33,1.04,1,VEG0006,Bắp cải,Vegetable,Cabbage,6,6,27350.0,40291.0,0.1
20251230,12,7,23.6,2.04,3.54,1,VEG0007,Cà chua,Vegetable,Tomatoes,5,6,23639.0,32281.0,0.15
20251230,12,8,24.15,2.87,7.25,1,VEG0008,Dưa chuột,Vegetable,Cucumber,4,8,22997.0,26167.0,0.16
20251230,12,9,21.16,2.04,6.35,2,VEG0009,Ớt,Vegetable,Peppers,4,8,24121.0,44629.0,0.14
20251230,12,10,0.0,0.0,0.0,2,VEG0010,Hành lá,Vegetable,Onions,4,8,22649.0,49581.0,0.17
20251230,12,11,3.72,0.43,1.12,1,VEG0011,Cà rót,Vegetable,Eggplant,4,6,15929.0,40189.0,0.15
20251230,12,12,0.0,0.0,0.0,1,VEG0012,Đậu đũa,Vegetable,Beans,3,6,24010.0,25332.0,0.18
20251230,12,13,23.88,3.39,1.91,1,VEG0013,Bí đao,Vegetable,Squash,7,6,34313.0,45210.0,0.08
20251230,12,14,26.46,2.6,7.94,1,VEG0014,Su hào,Vegetable,Kohlrabi,5,6,15319.0,30772.0,0.13
20251230,12,15,0.0,0.0,0.0,2,VEG0015,Rau dền,Vegetable,Amaranth,3,8,28665.0,40250.0,0.2
20251230,12,16,20.75,1.47,2.49,2,MEAT0016,Thịt bò Úc,Meat,Beef,5,3,97336.0,170838.0,0.12
20251230,12,17,12.91,1.55,3.87,2,MEAT0017,Thịt bò nội địa,Meat,Beef,4,2,146252.0,160522.0,0.14
20251230,12,18,21.18,1.65,3.18,2,MEAT0018,Thịt bò xay,Meat,Beef,3,2,100794.0,193801.0,0.15
20251230,12,19,2.47,0.16,0.74,3,MEAT0019,Sườn bò Mỹ,Meat,Beef,5,1,176958.0,220767.0,0.11
20251230,12,20,0.0,0.0,0.0,2,MEAT0020,Thịt heo ba chỉ,Meat,Pork,4,2,119515.0,240466.0,0.13
20251230,12,21,0.0,0.0,0.0,2,MEAT0021,Thịt heo nạc,Meat,Pork,4,3,172187.0,131504.0,0.13
20251230,12,22,0.0,0.0,0.0,2,MEAT0022,Sườn heo,Meat,Pork,4,3,132083.0,244952.0,0.12
20251230,12,23,6.22,0.44,0.87,5,MEAT0023,Gà ta nguyên con,Meat,Chicken,4,1,118868.0,155275.0,0.14
20251230,12,24,26.78,3.98,8.03,2,MEAT0024,Gà công nghiệp,Meat,Chicken,5,2,138675.0,245483.0,0.11
20251230,12,25,0.0,0.0,0.0,2,MEAT0025,Đùi gà,Meat,Chicken,4,3,134270.0,138320.0,0.13
20251230,12,26,8.24,0.74,2.47,2,MEAT0026,Ức gà,Meat,Chicken,4,2,96527.0,122033.0,0.13
20251230,12,27,0.0,0.0,0.0,2,MEAT0027,Thịt cừu,Meat,Lamb,5,2,157224.0,145833.0,0.1
20251230,12,28,3.3,0.26,0.99,1,FISH0028,Cá hồi Na Uy,Seafood,Salmon,3,5,61267.0,123861.0,0.16
20251230,12,29,0.0,0.0,0.0,1,FISH0029,Cá hồi Phi lê,Seafood,Salmon,3,5,125611.0,192552.0,0.15
20251230,12,30,0.0,0.0,0.0,1,FISH0030,Cá diêu hồng,Seafood,Tilapia,4,4,143367.0,178129.0,0.14
20251230,12,31,1.97,0.12,0.59,1,FISH0031,Cá thu,Seafood,Mackerel,3,5,137679.0,174796.0,0.17
20251230,12,32,0.0,0.0,0.0,1,FISH0032,Tôm sú,Seafood,Shrimp,3,5,68587.0,144498.0,0.15
20251230,12,33,8.97,0.65,2.69,1,FISH0033,Tôm thẻ,Seafood,Shrimp,3,5,89266.0,187553.0,0.16
20251230,12,34,21.44,2.91,3.43,2,FISH0034,Mực ống,Seafood,Squid,3,5,84725.0,167349.0,0.16
20251230,12,35,0.0,0.0,0.0,2,FISH0035,Cua biển,Seafood,Crab,2,4,70763.0,185589.0,0.18
20251230,12,36,11.86,1.36,2.25,2,FISH0036,Nghêu,Seafood,Clam,2,4,124956.0,128318.0,0.19
20251230,12,37,0.0,0.0,0.0,1,FISH0037,Cá basa,Seafood,Catfish,4,5,104442.0,162728.0,0.13
20251230,12,38,0.0,0.0,0.0,2,DAIRY0038,Sữa tươi Vinamilk 1L,Dairy,Milk,7,9,19990.0,53557.0,0.08
20251230,12,39,0.0,0.0,0.0,2,DAIRY0039,Sữa tươi TH True 1L,Dairy,Milk,7,9,16414.0,66367.0,0.08
20251230,12,40,0.0,0.0,0.0,2,DAIRY0040,Sữa chua uống,Dairy,Yogurt,10,10,40347.0,70209.0,0.06
20251230,12,41,19.71,2.17,0.99,2,DAIRY0041,Sữa chua Vinamilk,Dairy,Yogurt,14,9,26218.0,51675.0,0.05
20251230,12,42,13.94,0.88,0.42,2,DAIRY0042,Phô mai lát,Dairy,Cheese,30,9,24138.0,86285.0,0.03
20251230,12,43,12.14,0.79,0.24,2,DAIRY0043,Bơ lạt,Dairy,Butter,45,9,28039.0,35479.0,0.02
20251230,12,44,1.31,0.08,0.09,2,DAIRY0044,Trứng gà,Dairy,Eggs,21,10,43096.0,44216.0,0.07
20251230,12,45,27.46,3.99,0.55,3,ICE0045,Kem Merino que,Ice Cream,Popsicle,180,13,35887.0,51165.0,0.02
20251230,12,46,0.0,0.0,0.0,3,ICE0046,Kem Wall's Cornetto,Ice Cream,Cone,180,14,21328.0,54748.0,0.02
20251230,12,47,12.48,0.87,0.25,3,ICE0047,Kem Celano hộp,Ice Cream,Tub,180,14,33838.0,55324.0,0.02
20251230,12,48,0.0,0.0,0.0,2,ICE0048,Kem sữa chua Vinamilk,Ice Cream,Cup,90,13,37019.0,27246.0,0.03
20251230,12,49,10.74,1.05,0.21,4,ICE0049,Kem Dairy Queen hộp,Ice Cream,Tub,180,13,21667.0,51811.0,0.02
20251230,12,50,21.44,2.29,0.21,7,FRZ0050,Cá viên đông lạnh,Frozen Food,Fish Balls,365,11,45239.0,61526.0,0.01
20251230,12,51,9.6,0.74,0.1,6,FRZ0051,Há cảo đông lạnh,Frozen Food,Dumplings,365,11,50871.0,65548.0,0.01
20251230,12,52,13.93,1.3,0.14,8,FRZ0052,Bánh bao đông lạnh,Frozen Food,Buns,365,11,43471.0,67089.0,0.01
20251230,12,53,5.04,0.72,0.05,8,FRZ0053,Pizza đông lạnh,Frozen Food,Pizza,365,11,46160.0,86315.0,0.01
20251230,12,54,33.81,4.97,0.34,7,FRZ0054,Khoai tây chiên,Frozen Food,Fries,365,11,50192.0,54542.0,0.01
20251230,12,55,17.05,1.93,0.17,7,FRZ0055,Rau củ đông lạnh,Frozen Food,Vegetables,365,12,78122.0,67625.0,0.01
20251230,12,56,9.04,1.23,0.09,5,FRZ0056,Gà chiên giòn,Frozen Food,Chicken,365,12,65614.0,60366.0,0.01
20251230,12,57,18.93,1.15,0.19,6,FRZ0057,Xúc xích đông lạnh,Frozen Food,Sausage,365,12,31844.0,92670.0,0.01
20251230,12,58,1.9,0.28,0.57,2,BBQ0058,Ba chỉ bò Mỹ,Meat,BBQ Beef,5,2,135214.0,144627.0,0.12
20251230,12,59,21.72,3.04,2.39,2,BBQ0059,Sườn bò nướng,Meat,BBQ Beef,5,1,159779.0,235299.0,0.11
20251230,12,60,10.87,1.19,3.26,1,BBQ0060,Sườn heo nướng,Meat,BBQ Pork,4,1,143840.0,277991.0,0.13
20251230,12,61,0.0,0.0,0.0,2,BBQ0061,Chân giò nướng,Meat,BBQ Pork,4,3,163935.0,246627.0,0.12
20251230,12,62,16.35,2.07,2.13,3,BBQ0062,Cánh gà nướng,Meat,BBQ Chicken,4,3,116638.0,252440.0,0.13
20251230,12,63,6.71,0.85,0.54,1,BBQ0063,Thịt xông khói,Meat,Bacon,14,1,159554.0,228694.0,0.08
20251230,12,64,0.0,0.0,0.0,5,PAN0064,Gạo ST25 5kg,Pantry,Rice,365,15,67150.0,99431.0,0.0
20251230,12,65,33.52,4.24,0.0,5,PAN0065,Gạo Jasmine 5kg,Pantry,Rice,365,15,32455.0,37025.0,0.0
20251230,12,66,22.12,1.13,0.22,5,PAN0066,Mì gói Hảo Hảo,Pantry,Noodles,180,15,70085.0,51248.0,0.01
20251230,12,67,36.4,2.02,0.36,5,PAN0067,Mì gói Omachi,Pantry,Noodles,180,16,11161.0,70233.0,0.01
20251230,12,68,18.64,2.35,0.0,5,PAN0068,Dầu ăn Neptune 1L,Pantry,Oil,365,15,34407.0,27810.0,0.0
20251230,12,69,35.56,1.9,0.0,5,PAN0069,Nước mắm Nam Ngư,Pantry,Sauce,365,15,58366.0,57447.0,0.0
20251230,12,70,23.16,2.78,0.0,6,PAN0070,Đường trắng,Pantry,Sugar,365,16,68640.0,86920.0,0.0
20251230,12,71,22.13,2.93,0.0,4,PAN0071,Muối iốt,Pantry,Salt,365,15,17943.0,112319.0,0.0
20251230,12,72,0.0,0.0,0.0,3,BEV0072,Coca Cola 1.5L,Beverage,Soft Drink,180,18,26786.0,20685.0,0.01
20251230,12,73,7.97,1.12,0.08,3,BEV0073,Pepsi 1.5L,Beverage,Soft Drink,180,18,30065.0,33098.0,0.01
20251230,12,74,27.4,3.74,0.27,3,BEV0074,Number 1 Energy,Beverage,Energy Drink,365,18,15042.0,49858.0,0.01
20251230,12,75,11.59,1.26,0.12,2,BEV0075,Trà xanh 0 độ,Beverage,Tea,180,18,32225.0,46216.0,0.01
20251230,12,76,15.04,0.83,0.0,4,BEV0076,Nước suối Lavie,Beverage,Water,365,17,13095.0,22597.0,0.0
20251230,12,77,0.0,0.0,0.0,2,BEV0077,Bia Heineken,Beverage,Beer,180,17,27601.0,46090.0,0.01
20251230,12,78,39.22,3.26,0.39,3,BEV0078,Bia Tiger,Beverage,Beer,180,18,18922.0,45735.0,0.01
20251230,13,1,0.0,0.0,0.0,1,VEG0001,Rau cải ngọt,Vegetable,Leafy Greens,3,8,30931.0,29586.0,0.2
20251230,13,2,13.07,0.85,3.92,1,VEG0002,Rau muống,Vegetable,Leafy Greens,3,6,26937.0,36146.0,0.21
20251230,13,3,26.31,2.78,4.74,1,VEG0003,Xà lách,Vegetable,Leafy Greens,4,8,16162.0,46654.0,0.18
20251230,13,4,30.53,4.42,9.16,1,VEG0004,Rau thơm mix,Vegetable,Herbs,3,8,15412.0,49248.0,0.19
20251230,13,5,19.79,2.05,5.94,1,VEG0005,Cải thảo,Vegetable,Cabbage,5,7,19247.0,29546.0,0.12
20251230,13,6,21.01,1.41,6.3,1,VEG0006,Bắp cải,Vegetable,Cabbage,6,6,27350.0,40291.0,0.1
20251230,13,7,8.45,0.44,1.27,1,VEG0007,Cà chua,Vegetable,Tomatoes,5,6,23639.0,32281.0,0.15
20251230,13,8,0.0,0.0,0.0,1,VEG0008,Dưa chuột,Vegetable,Cucumber,4,8,22997.0,26167.0,0.16
20251230,13,9,27.0,3.77,3.78,2,VEG0009,Ớt,Vegetable,Peppers,4,8,24121.0,44629.0,0.14
20251230,13,10,7.03,1.02,2.11,2,VEG0010,Hành lá,Vegetable,Onions,4,8,22649.0,49581.0,0.17
20251230,13,11,11.75,1.29,3.52,1,VEG0011,Cà rót,Vegetable,Eggplant,4,6,15929.0,40189.0,0.15
20251230,13,12,28.5,3.6,5.13,1,VEG0012,Đậu đũa,Vegetable,Beans,3,6,24010.0,25332.0,0.18
20251230,13,13,6.31,0.83,1.52,1,VEG0013,Bí đao,Vegetable,Squash,7,6,34313.0,45210.0,0.08
20251230,13,14,9.71,0.84,2.91,1,VEG0014,Su hào,Vegetable,Kohlrabi,5,6,15319.0,30772.0,0.13
20251230,13,15,0.0,0.0,0.0,1,VEG0015,Rau dền,Vegetable,Amaranth,3,8,28665.0,40250.0,0.2
20251230,13,16,19.45,2.24,5.84,2,MEAT0016,Thịt bò Úc,Meat,Beef,5,3,97336.0,170838.0,0.12
20251230,13,17,27.59,3.25,8.28,2,MEAT0017,Thịt bò nội địa,Meat,Beef,4,2,146252.0,160522.0,0.14
20251230,13,18,39.13,3.93,5.87,2,MEAT0018,Thịt bò xay,Meat,Beef,3,2,100794.0,193801.0,0.15
20251230,13,19,18.8,2.28,2.07,1,MEAT0019,Sườn bò Mỹ,Meat,Beef,5,1,176958.0,220767.0,0.11
20251230,13,20,22.54,1.69,6.76,2,MEAT0020,Thịt heo ba chỉ,Meat,Pork,4,2,119515.0,240466.0,0.13
20251230,13,21,18.34,1.91,5.5,2,MEAT0021,Thịt heo nạc,Meat,Pork,4,3,172187.0,131504.0,0.13
20251230,13,22,14.78,0.87,1.77,2,MEAT0022,Sườn heo,Meat,Pork,4,3,132083.0,244952.0,0.12
20251230,13,23,24.32,2.82,7.3,1,MEAT0023,Gà ta nguyên con,Meat,Chicken,4,1,118868.0,155275.0,0.14
20251230,13,24,0.5,0.03,0.06,2,MEAT0024,Gà công nghiệp,Meat,Chicken,5,2,138675.0,245483.0,0.11
20251230,13,25,0.0,0.0,0.0,2,MEAT0025,Đùi gà,Meat,Chicken,4,3,134270.0,138320.0,0.13
20251230,13,26,15.62,1.81,4.69,2,MEAT0026,Ức gà,Meat,Chicken,4,2,96527.0,122033.0,0.13
20251230,13,27,23.63,1.57,2.36,2,MEAT0027,Thịt cừu,Meat,Lamb,5,2,157224.0,145833.0,0.1
20251230,13,28,0.0,0.0,0.0,2,FISH0028,Cá hồi Na Uy,Seafood,Salmon,3,5,61267.0,123861.0,0.16
20251230,13,29,16.78,2.37,5.04,2,FISH0029,Cá hồi Phi lê,Seafood,Salmon,3,5,125611.0,192552.0,0.15
20251230,13,30,14.22,1.1,4.26,1,FISH0030,Cá diêu hồng,Seafood,Tilapia,4,4,143367.0,178129.0,0.14
20251230,13,31,5.54,0.58,1.66,2,FISH0031,Cá thu,Seafood,Mackerel,3,5,137679.0,174796.0,0.17
20251230,13,32,0.0,0.0,0.0,2,FISH0032,Tôm sú,Seafood,Shrimp,3,5,68587.0,144498.0,0.15
20251230,13,33,11.67,0.6,3.5,1,FISH0033,Tôm thẻ,Seafood,Shrimp,3,5,89266.0,187553.0,0.16
20251230,13,34,27.7,3.11,4.43,1,FISH0034,Mực ống,Seafood,Squid,3,5,84725.0,167349.0,0.16
20251230,13,35,14.36,1.74,2.59,1,FISH0035,Cua biển,Seafood,Crab,2,4,70763.0,185589.0,0.18
20251230,13,36,15.76,1.9,2.99,1,FISH0036,Nghêu,Seafood,Clam,2,4,124956.0,128318.0,0.19
20251230,13,37,29.44,3.32,3.83,3,FISH0037,Cá basa,Seafood,Catfish,4,5,104442.0,162728.0,0.13
20251230,13,38,34.62,4.14,8.31,2,DAIRY0038,Sữa tươi Vinamilk 1L,Dairy,Milk,7,9,19990.0,53557.0,0.08
20251230,13,39,21.65,2.97,5.19,2,DAIRY0039,Sữa tươi TH True 1L,Dairy,Milk,7,9,16414.0,66367.0,0.08
20251230,13,40,12.76,1.82,0.77,2,DAIRY0040,Sữa chua uống,Dairy,Yogurt,10,10,40347.0,70209.0,0.06
20251230,13,41,7.38,0.61,0.37,2,DAIRY0041,Sữa chua Vinamilk,Dairy,Yogurt,14,9,26218.0,51675.0,0.05
20251230,13,42,16.31,1.22,0.49,2,DAIRY0042,Phô mai lát,Dairy,Cheese,30,9,24138.0,86285.0,0.03
20251230,13,43,28.17,4.03,0.56,3,DAIRY0043,Bơ lạt,Dairy,Butter,45,9,28039.0,35479.0,0.02
